Frame,TimeElapsedMicros,RawDifference,RMSE,SelectedPixelDifference,PositTime
48,1568.2333333333333,121739.0,3.7969966,479655,1726715735656
49,1601.6000000000001,118154.0,3.626493,662745,1726715735689
50,1634.9666666666667,111935.0,3.4588547,578850,1726715735722
51,1668.3333333333335,101644.0,3.1315308,519690,1726715735756
52,1701.7,91824.0,2.872781,406215,1726715735789
53,1735.0666666666668,72915.0,2.27552,409785,1726715735823
54,1768.4333333333336,66098.0,1.827075,225420,1726715735856
55,1801.8000000000002,74656.0,2.1315892,398820,1726715735889
56,1835.1666666666667,67956.0,2.0565524,270810,1726715735923
57,1868.5333333333333,97621.0,2.9429333,675750,1726715735956
58,1901.9,88901.0,2.953588,383010,1726715735989
59,1935.2666666666667,100058.0,3.4448113,565845,1726715736023
60,1968.6333333333334,94532.0,3.3334744,547995,1726715736056
61,2002.0000000000002,126452.0,3.6260002,513315,1726715736090
62,2035.3666666666666,113581.0,3.5219758,619140,1726715736123
63,2068.733333333333,99086.0,3.3764174,513060,1726715736156
64,2102.1,100783.0,3.0512426,442935,1726715736190
65,2135.4666666666667,87462.0,2.6498587,393720,1726715736223
66,2168.8333333333335,72875.0,2.1148033,261885,1726715736256
67,2202.2,82696.0,2.343425,342720,1726715736290
68,2235.5666666666666,80453.0,2.2933164,514335,1726715736323
69,2268.9333333333334,77269.0,2.210736,302175,1726715736356
70,2302.3,89219.0,2.7785914,596445,1726715736390
71,2335.6666666666665,83011.0,2.7868395,383010,1726715736423
72,2369.0333333333333,95868.0,3.2618682,423045,1726715736457
73,2402.4,109172.0,3.5782974,529635,1726715736490
74,2435.766666666667,112389.0,3.6586223,518160,1726715736523
75,2469.1333333333337,98027.0,3.1369517,521475,1726715736557
76,2502.5,96745.0,3.0694008,523770,1726715736590
77,2535.866666666667,86552.0,2.6378913,385815,1726715736623
78,2569.2333333333336,76895.0,2.1769216,369750,1726715736657
79,2602.6000000000004,65751.0,1.9093852,221595,1726715736690
80,2635.966666666667,86512.0,2.405606,393720,1726715736723
81,2669.3333333333335,76650.0,2.027946,314415,1726715736757
82,2702.7000000000003,91094.0,2.8617563,371025,1726715736790
83,2736.066666666667,106265.0,3.3001177,465120,1726715736824
84,2769.433333333334,111741.0,2.9524217,416670,1726715736857
85,2802.8,148250.0,3.4701564,442680,1726715736890
86,2836.1666666666665,101989.0,3.0265486,488325,1726715736924
87,2869.5333333333333,102236.0,3.1387436,521475,1726715736957
88,2902.9,91964.0,2.737274,439620,1726715736990
89,2936.266666666667,95889.0,2.5609808,368985,1726715737024
90,2969.633333333333,76235.0,2.0423884,266985,1726715737057
91,3003.0,85819.0,1.9660423,190485,1726715737091
92,3036.366666666667,78410.0,2.1412916,352665,1726715737124
93,3069.7333333333336,82844.0,2.3291461,359805,1726715737157
94,3103.1,86689.0,2.4796615,378675,1726715737191
95,3136.4666666666667,98648.0,3.1063905,479910,1726715737224
96,3169.8333333333335,100001.0,3.239773,411570,1726715737257
97,3203.2000000000003,91610.0,3.0013962,411570,1726715737291
98,3236.566666666667,99579.0,3.235032,506940,1726715737324
99,3269.9333333333334,92577.0,3.0134416,488070,1726715737357
100,3303.3,90873.0,2.867601,464355,1726715737391
101,3336.666666666667,76542.0,2.2445564,309825,1726715737424
102,3370.0333333333338,71634.0,1.8346491,231795,1726715737458
103,3403.4,80507.0,2.0723794,275145,1726715737491
104,3436.766666666667,79177.0,2.2487721,311610,1726715737524
105,3470.1333333333337,84132.0,2.286189,292485,1726715737558
106,3503.5000000000005,93175.0,2.7815185,332775,1726715737591
107,3536.8666666666672,86332.0,2.747897,344505,1726715737624
108,3570.2333333333336,92496.0,3.0239518,342975,1726715737658
109,3603.6000000000004,112910.0,3.4417076,550290,1726715737691
110,3636.9666666666667,99452.0,3.0600884,410805,1726715737724
111,3670.3333333333335,97521.0,2.96029,434010,1726715737758
112,3703.7,87502.0,2.6748283,427380,1726715737791
113,3737.0666666666666,84705.0,2.3849182,366945,1726715737825
114,3770.4333333333334,68610.0,1.7463764,170340,1726715737858
115,3803.8,93539.0,2.579709,480930,1726715737891
116,3837.166666666667,84125.0,2.1748674,347820,1726715737925
117,3870.5333333333333,99747.0,2.5248716,334305,1726715737958
118,3903.9,103372.0,2.8659277,505665,1726715737991
119,3937.266666666667,90230.0,2.8557599,419730,1726715738025
120,3970.6333333333337,116327.0,3.5343852,531930,1726715738058
121,4004.0000000000005,105589.0,3.096282,465885,1726715738092
122,4037.3666666666672,114126.0,3.4653747,559215,1726715738125
123,4070.733333333333,105714.0,3.2745874,462570,1726715738158
124,4104.099999999999,98414.0,2.9998524,524025,1726715738192
125,4137.466666666666,93430.0,2.7394543,472260,1726715738225
126,4170.833333333333,88085.0,2.3396122,243015,1726715738258
127,4204.2,78073.0,2.0646226,299115,1726715738292
128,4237.566666666667,81977.0,2.179719,344505,1726715738325
129,4270.933333333333,77583.0,1.9929768,279480,1726715738358
130,4304.3,95089.0,2.6277769,452115,1726715738392
131,4337.666666666667,93457.0,2.6934557,447525,1726715738425
132,4371.033333333333,110002.0,3.2613492,580635,1726715738459
133,4404.4,108975.0,3.3140764,463080,1726715738492
134,4437.766666666666,99889.0,2.9719396,577065,1726715738525
135,4471.133333333333,108853.0,3.3048806,515100,1726715738559
136,4504.5,97499.0,3.041873,568905,1726715738592
137,4537.866666666667,96455.0,2.8352695,288660,1726715738625
138,4571.233333333334,81484.0,2.284863,430695,1726715738659
139,4604.6,71713.0,1.710953,145605,1726715738692
140,4637.966666666667,70145.0,1.7960923,180285,1726715738725
141,4671.333333333333,106119.0,2.912361,569925,1726715738759
142,4704.7,83034.0,2.4447527,321300,1726715738792
143,4738.066666666667,106851.0,3.2694924,445230,1726715738826
144,4771.433333333333,101533.0,3.2946634,548760,1726715738859
145,4804.8,90611.0,2.8819768,396015,1726715738892
146,4838.166666666667,101898.0,3.1314766,530400,1726715738926
147,4871.533333333334,87904.0,2.8095632,465120,1726715738959
148,4904.900000000001,92168.0,2.741102,392955,1726715738992
149,4938.266666666667,84738.0,2.357116,409275,1726715739026
