Frame,TimeElapsedMicros,RawDifference,RMSE,SelectedPixelDifference,PositTime
52,1701.7,24518.0,0.5770852,0,1726715743686
53,1735.0666666666668,18407.0,0.49226108,0,1726715743720
54,1768.4333333333336,29084.0,0.6755929,0,1726715743753
55,1801.8000000000002,29269.0,0.9447377,34170,1726715743786
56,1835.1666666666667,37364.0,1.1475148,192780,1726715743820
57,1868.5333333333333,38299.0,1.0795764,49725,1726715743853
58,1901.9,31353.0,0.87755024,0,1726715743886
59,1935.2666666666667,24615.0,0.7377229,0,1726715743920
60,1968.6333333333334,23498.0,0.67721474,0,1726715743953
61,2002.0000000000002,42977.0,0.79153025,34170,1726715743987
62,2035.3666666666666,27446.0,0.8057451,36210,1726715744020
63,2068.733333333333,30149.0,0.9374844,119595,1726715744053
64,2102.1,37483.0,1.3519866,214455,1726715744087
65,2135.4666666666667,51309.0,1.618749,338385,1726715744120
66,2168.8333333333335,39851.0,1.3110893,219810,1726715744153
67,2202.2,29202.0,0.80543,46410,1726715744187
68,2235.5666666666666,19750.0,0.414476,0,1726715744220
69,2268.9333333333334,18842.0,0.33343422,0,1726715744253
70,2302.3,17723.0,0.29959282,0,1726715744287
71,2335.6666666666665,20212.0,0.47194052,0,1726715744320
72,2369.0333333333333,21301.0,0.42336157,0,1726715744354
73,2402.4,21000.0,0.53002924,0,1726715744387
74,2435.766666666667,20289.0,0.34702513,0,1726715744420
75,2469.1333333333337,19828.0,0.3601667,0,1726715744454
76,2502.5,22223.0,0.45795557,0,1726715744487
77,2535.866666666667,29782.0,0.6183974,0,1726715744520
78,2569.2333333333336,30724.0,0.6518753,0,1726715744554
79,2602.6000000000004,30533.0,0.8452167,67830,1726715744587
80,2635.966666666667,32121.0,1.0875763,151980,1726715744620
81,2669.3333333333335,35704.0,1.0358075,107100,1726715744654
82,2702.7000000000003,37350.0,1.0103372,102765,1726715744687
83,2736.066666666667,32297.0,0.9292537,87465,1726715744721
84,2769.433333333334,28617.0,0.75256294,0,1726715744754
85,2802.8,27753.0,0.6489901,0,1726715744787
86,2836.1666666666665,24467.0,0.61375034,0,1726715744821
87,2869.5333333333333,31113.0,0.8087997,47175,1726715744854
88,2902.9,26927.0,0.69673485,30855,1726715744887
89,2936.266666666667,25803.0,0.68462706,32385,1726715744921
90,2969.633333333333,24679.0,0.6092735,0,1726715744954
91,3003.0,36506.0,0.6649816,0,1726715744988
92,3036.366666666667,24423.0,0.69681895,31110,1726715745021
93,3069.7333333333336,30139.0,0.87177044,47175,1726715745054
94,3103.1,33158.0,0.9253589,95880,1726715745088
95,3136.4666666666667,28270.0,0.7342797,31110,1726715745121
96,3169.8333333333335,26075.0,0.66827035,0,1726715745154
97,3203.2000000000003,26419.0,0.66092825,0,1726715745188
98,3236.566666666667,23633.0,0.45587528,0,1726715745221
99,3269.9333333333334,18313.0,0.31072935,0,1726715745254
100,3303.3,19876.0,0.3469829,0,1726715745288
101,3336.666666666667,19894.0,0.35910767,0,1726715745321
102,3370.0333333333338,23979.0,0.4490985,0,1726715745355
103,3403.4,31341.0,0.8081917,133110,1726715745388
104,3436.766666666667,45019.0,1.433224,236130,1726715745421
105,3470.1333333333337,52364.0,1.7026825,310590,1726715745455
106,3503.5000000000005,48184.0,1.4097203,243780,1726715745488
107,3536.8666666666672,40622.0,1.1943089,210375,1726715745521
108,3570.2333333333336,34560.0,0.95369685,120615,1726715745555
109,3603.6000000000004,30481.0,0.83691484,69105,1726715745588
110,3636.9666666666667,34603.0,0.8655573,107355,1726715745621
111,3670.3333333333335,27309.0,0.6514832,0,1726715745655
112,3703.7,22634.0,0.4469005,0,1726715745688
113,3737.0666666666666,27290.0,0.58390415,0,1726715745722
114,3770.4333333333334,33095.0,0.95629257,94350,1726715745755
115,3803.8,36490.0,0.96436846,33915,1726715745788
116,3837.166666666667,37727.0,1.0225406,35190,1726715745822
117,3870.5333333333333,37020.0,0.98059624,56100,1726715745855
118,3903.9,29989.0,0.6673296,0,1726715745888
119,3937.266666666667,20223.0,0.3366163,0,1726715745922
120,3970.6333333333337,25871.0,0.44520375,0,1726715745955
121,4004.0000000000005,34624.0,0.5558988,0,1726715745989
122,4037.3666666666672,31520.0,0.72851163,0,1726715746022
123,4070.733333333333,34750.0,0.94340503,37995,1726715746055
124,4104.099999999999,40207.0,1.253756,187935,1726715746089
125,4137.466666666666,38570.0,1.0689998,66300,1726715746122
126,4170.833333333333,34812.0,0.830094,0,1726715746155
127,4204.2,43511.0,1.2975049,222615,1726715746189
128,4237.566666666667,48413.0,1.640635,338130,1726715746222
129,4270.933333333333,43954.0,1.2977971,281010,1726715746255
130,4304.3,33707.0,0.7821474,35700,1726715746289
131,4337.666666666667,28034.0,0.7097214,44625,1726715746322
132,4371.033333333333,37452.0,1.1704617,202980,1726715746356
133,4404.4,39575.0,1.062719,150450,1726715746389
134,4437.766666666666,34207.0,0.7825926,0,1726715746422
135,4471.133333333333,24418.0,0.47599265,0,1726715746456
136,4504.5,28362.0,0.60371035,0,1726715746489
137,4537.866666666667,27384.0,0.50895625,0,1726715746522
138,4571.233333333334,26597.0,0.4493666,0,1726715746556
139,4604.6,31799.0,0.7435859,0,1726715746589
140,4637.966666666667,26744.0,0.5356375,0,1726715746622
141,4671.333333333333,23001.0,0.32737017,0,1726715746656
142,4704.7,25824.0,0.5120997,0,1726715746689
143,4738.066666666667,25853.0,0.62175983,0,1726715746723
144,4771.433333333333,23988.0,0.5431031,0,1726715746756
145,4804.8,28447.0,0.61149734,0,1726715746789
146,4838.166666666667,27272.0,0.55612713,0,1726715746823
147,4871.533333333334,25711.0,0.6039718,0,1726715746856
148,4904.900000000001,32278.0,0.7362056,0,1726715746889
149,4938.266666666667,41817.0,1.1789702,163200,1726715746923
