Frame,TimeElapsedMicros,RawDifference,RMSE,SelectedPixelDifference,PositTime
1,0,0,0,0,1726715741985
2,33.36666666666667,43158.0,1.3261247,186150,1726715742018
3,66.73333333333333,39419.0,1.5008341,225165,1726715742051
4,100.10000000000001,36590.0,1.4418842,201450,1726715742085
5,133.46666666666667,34404.0,1.36108,220830,1726715742118
6,166.83333333333334,40253.0,1.5407286,287640,1726715742151
7,200.20000000000002,36687.0,1.4718087,218535,1726715742185
8,233.56666666666666,32259.0,1.325549,172635,1726715742218
9,266.93333333333334,27628.0,0.98863006,128520,1726715742251
10,300.3,14629.0,0.5217003,0,1726715742285
11,333.6666666666667,13824.0,0.5177764,0,1726715742318
12,367.03333333333336,24101.0,0.8588559,111945,1726715742352
13,400.40000000000003,26549.0,0.87368387,69360,1726715742385
14,433.7666666666667,27856.0,0.9742652,150705,1726715742418
15,467.1333333333333,29906.0,1.0821949,179010,1726715742452
16,500.50000000000006,40295.0,1.5057389,276420,1726715742485
17,533.8666666666667,49815.0,1.8479551,330990,1726715742518
18,567.2333333333333,50819.0,1.9101795,355980,1726715742552
19,600.6,39520.0,1.4684619,264180,1726715742585
20,633.9666666666667,22360.0,0.8193501,128010,1726715742618
21,667.3333333333334,18884.0,0.7394527,0,1726715742652
22,700.7,21715.0,0.8458789,0,1726715742685
23,734.0666666666667,19330.0,0.7403678,0,1726715742719
24,767.4333333333334,23245.0,0.89354056,33150,1726715742752
25,800.8000000000001,24868.0,0.86073565,0,1726715742785
26,834.1666666666667,25946.0,0.8041842,0,1726715742819
27,867.5333333333334,23527.0,0.78080195,0,1726715742852
28,900.9000000000001,28577.0,0.9934699,0,1726715742885
29,934.2666666666667,28510.0,0.9812832,39780,1726715742919
30,967.6333333333333,18196.0,0.5867182,0,1726715742952
31,1001.0000000000001,41921.0,0.57460076,0,1726715742986
32,1034.3666666666666,20816.0,0.67708015,31620,1726715743019
33,1067.7333333333333,32209.0,1.0814502,188445,1726715743052
34,1101.1,32459.0,1.1344382,132855,1726715743086
35,1134.4666666666667,23380.0,0.7096663,0,1726715743119
36,1167.8333333333333,17814.0,0.64039886,30855,1726715743152
37,1201.2,27399.0,0.9281811,0,1726715743186
38,1234.5666666666668,35091.0,1.2220508,158100,1726715743219
39,1267.9333333333334,41498.0,1.5575986,353940,1726715743252
40,1301.3000000000002,36873.0,1.3727479,254235,1726715743286
41,1334.6666666666667,38661.0,1.3188056,314160,1726715743319
42,1368.0333333333335,42683.0,1.4372294,293250,1726715743353
43,1401.4,52441.0,1.8105117,406215,1726715743386
44,1434.7666666666667,51922.0,1.7990539,398310,1726715743419
45,1468.1333333333334,49344.0,1.7967346,437835,1726715743453
46,1501.5,43020.0,1.3566315,197625,1726715743486
47,1534.8666666666668,32823.0,1.1933587,202215,1726715743519
48,1568.2333333333333,50584.0,1.8307647,432990,1726715743553
49,1601.6000000000001,59095.0,2.0912695,458490,1726715743586
50,1634.9666666666667,43685.0,1.4614123,297075,1726715743619
51,1668.3333333333335,24955.0,0.64723724,0,1726715743653
